YYYYMMDD,TG,RH,SP,FG
2008-04-22,132.0,0.0,76.0,46.0
2008-04-23,132.0,68.0,44.0,33.0
2008-04-24,116.0,14.0,18.0,35.0
2008-04-25,107.0,0.0,57.0,29.0
2008-04-26,146.0,-1.0,58.0,29.0
2008-04-27,169.0,0.0,50.0,38.0
2008-04-28,124.0,19.0,3.0,26.0
2008-04-29,111.0,45.0,34.0,39.0
2008-04-30,125.0,-1.0,24.0,58.0
2008-05-01,99.0,2.0,54.0,41.0
2008-05-02,104.0,-1.0,60.0,25.0
2008-05-03,131.0,0.0,82.0,25.0
2008-05-04,156.0,0.0,91.0,37.0
2008-05-05,163.0,0.0,93.0,40.0
2008-05-06,175.0,0.0,78.0,35.0
2008-05-07,183.0,0.0,91.0,29.0
2008-05-08,188.0,0.0,92.0,34.0
2008-05-09,196.0,0.0,91.0,36.0
2008-05-10,205.0,0.0,90.0,32.0
2008-05-11,197.0,0.0,92.0,35.0
2008-05-12,198.0,0.0,81.0,33.0
2008-05-13,192.0,0.0,67.0,38.0
2008-05-14,190.0,0.0,75.0,25.0
2008-05-15,168.0,28.0,22.0,23.0
2008-05-16,130.0,71.0,3.0,18.0
2008-05-17,109.0,53.0,2.0,31.0
2008-05-18,104.0,0.0,47.0,33.0
2008-05-19,92.0,5.0,28.0,29.0
2008-05-20,109.0,0.0,89.0,36.0
2008-05-21,132.0,0.0,70.0,33.0
2008-05-22,150.0,0.0,38.0,21.0
2008-05-23,171.0,0.0,56.0,32.0
2008-05-24,184.0,0.0,63.0,51.0
2008-05-25,149.0,14.0,4.0,48.0
2008-05-26,139.0,14.0,2.0,59.0
2008-05-27,173.0,1.0,17.0,45.0
2008-05-28,194.0,3.0,35.0,43.0
2008-05-29,167.0,53.0,13.0,22.0
2008-05-30,161.0,6.0,15.0,23.0
2008-05-31,150.0,77.0,32.0,26.0
2008-06-01,167.0,1.0,21.0,16.0
2008-06-02,220.0,96.0,48.0,27.0
2008-06-03,187.0,25.0,32.0,28.0
2008-06-04,165.0,0.0,13.0,21.0
2008-06-05,157.0,-1.0,0.0,25.0
2008-06-06,197.0,0.0,59.0,23.0
2008-06-07,174.0,0.0,44.0,23.0
2008-06-08,196.0,0.0,63.0,24.0
2008-06-09,201.0,0.0,83.0,23.0
2008-06-10,169.0,0.0,82.0,30.0
2008-06-11,147.0,0.0,59.0,35.0
2008-06-12,118.0,66.0,10.0,18.0
2008-06-13,127.0,-1.0,34.0,32.0
2008-06-14,123.0,24.0,19.0,17.0
2008-06-15,120.0,7.0,47.0,24.0
2008-06-16,118.0,0.0,68.0,24.0
2008-06-17,138.0,0.0,87.0,13.0
2008-06-18,160.0,0.0,49.0,36.0
2008-06-19,159.0,14.0,39.0,47.0
2008-06-20,160.0,0.0,36.0,41.0
2008-06-21,186.0,0.0,24.0,27.0
2008-06-22,202.0,0.0,38.0,52.0
2008-06-23,143.0,0.0,41.0,38.0
2008-06-24,161.0,0.0,81.0,27.0
2008-06-25,182.0,0.0,48.0,42.0
2008-06-26,174.0,0.0,78.0,39.0
2008-06-27,170.0,32.0,60.0,55.0
2008-06-28,181.0,32.0,37.0,45.0
2008-06-29,173.0,0.0,36.0,40.0
2008-06-30,171.0,0.0,58.0,21.0
2008-07-01,200.0,0.0,87.0,23.0
2008-07-02,218.0,33.0,42.0,26.0
2008-07-03,181.0,8.0,1.0,24.0
2008-07-04,170.0,0.0,78.0,32.0
2008-07-05,175.0,4.0,48.0,30.0
2008-07-06,179.0,32.0,36.0,36.0
2008-07-07,158.0,96.0,22.0,56.0
2008-07-08,147.0,83.0,18.0,51.0
2008-07-09,156.0,17.0,21.0,38.0
2008-07-10,169.0,67.0,3.0,35.0
2008-07-11,166.0,37.0,28.0,36.0
2008-07-12,150.0,42.0,36.0,42.0
2008-07-13,151.0,2.0,46.0,28.0
2008-07-14,172.0,0.0,70.0,30.0
2008-07-15,177.0,1.0,2.0,42.0
2008-07-16,169.0,4.0,42.0,33.0
2008-07-17,150.0,70.0,1.0,26.0
2008-07-18,163.0,8.0,7.0,36.0
2008-07-19,160.0,31.0,22.0,45.0
2008-07-20,139.0,43.0,33.0,28.0
2008-07-21,135.0,89.0,11.0,44.0
2008-07-22,162.0,1.0,43.0,28.0
2008-07-23,183.0,0.0,32.0,14.0
2008-07-24,205.0,0.0,90.0,38.0
2008-07-25,221.0,0.0,65.0,33.0
2008-07-26,214.0,74.0,22.0,18.0
2008-07-27,227.0,0.0,65.0,17.0
2008-07-28,232.0,8.0,18.0,21.0
2008-07-29,207.0,18.0,24.0,23.0
2008-07-30,219.0,0.0,40.0,27.0
2008-07-31,241.0,0.0,69.0,24.0
2008-08-01,200.0,97.0,50.0,42.0
2008-08-02,191.0,11.0,39.0,38.0
2008-08-03,183.0,87.0,6.0,40.0
2008-08-04,177.0,33.0,69.0,43.0
2008-08-05,190.0,2.0,41.0,28.0
2008-08-06,217.0,2.0,60.0,24.0
2008-08-07,191.0,27.0,14.0,28.0
2008-08-08,167.0,4.0,29.0,33.0
2008-08-09,171.0,10.0,47.0,36.0
2008-08-10,182.0,24.0,46.0,53.0
2008-08-11,171.0,-1.0,6.0,34.0
2008-08-12,170.0,22.0,42.0,49.0
2008-08-13,167.0,35.0,41.0,74.0
2008-08-14,151.0,1.0,47.0,40.0
2008-08-15,147.0,40.0,73.0,16.0
2008-08-16,159.0,0.0,74.0,21.0
2008-08-17,163.0,90.0,6.0,27.0
2008-08-18,161.0,32.0,3.0,29.0
2008-08-19,175.0,45.0,28.0,48.0
2008-08-20,167.0,57.0,15.0,46.0
2008-08-21,170.0,18.0,29.0,37.0
2008-08-22,145.0,64.0,3.0,19.0
2008-08-23,148.0,32.0,64.0,27.0
2008-08-24,152.0,3.0,13.0,31.0
2008-08-25,180.0,-1.0,42.0,43.0
2008-08-26,175.0,-1.0,0.0,39.0
2008-08-27,168.0,1.0,0.0,35.0
2008-08-28,178.0,0.0,0.0,26.0
2008-08-29,182.0,0.0,56.0,25.0
2008-08-30,187.0,0.0,92.0,30.0
2008-08-31,207.0,-1.0,77.0,29.0
2008-09-01,171.0,-1.0,34.0,45.0
2008-09-02,151.0,75.0,0.0,45.0
2008-09-03,139.0,2.0,7.0,47.0
2008-09-04,154.0,0.0,51.0,56.0
2008-09-05,161.0,42.0,4.0,39.0
2008-09-06,174.0,6.0,35.0,47.0
2008-09-07,151.0,66.0,3.0,48.0
2008-09-08,148.0,67.0,12.0,32.0
2008-09-09,173.0,29.0,77.0,30.0
2008-09-10,180.0,0.0,47.0,28.0
2008-09-11,201.0,51.0,67.0,30.0
2008-09-12,163.0,75.0,8.0,23.0
2008-09-13,129.0,9.0,24.0,28.0
2008-09-14,119.0,0.0,83.0,36.0
2008-09-15,118.0,0.0,55.0,33.0
2008-09-16,124.0,0.0,9.0,16.0
2008-09-17,112.0,0.0,13.0,15.0
2008-09-18,99.0,0.0,85.0,23.0
2008-09-19,102.0,0.0,65.0,20.0
2008-09-20,106.0,0.0,92.0,20.0
2008-09-21,126.0,0.0,32.0,20.0
2008-09-22,133.0,-1.0,15.0,24.0
2008-09-23,132.0,18.0,1.0,28.0
2008-09-24,130.0,-1.0,7.0,33.0
2008-09-25,117.0,0.0,80.0,29.0
2008-09-26,116.0,0.0,89.0,24.0
2008-09-27,104.0,0.0,91.0,8.0
2008-09-28,110.0,2.0,68.0,17.0
2008-09-29,116.0,42.0,11.0,28.0
2008-09-30,124.0,16.0,0.0,50.0
2008-10-01,121.0,83.0,39.0,54.0
2008-10-02,94.0,28.0,44.0,44.0
2008-10-03,84.0,29.0,74.0,33.0
2008-10-04,91.0,8.0,19.0,48.0
2008-10-05,113.0,86.0,0.0,55.0
2008-10-06,110.0,-1.0,19.0,17.0
2008-10-07,144.0,1.0,23.0,33.0
2008-10-08,125.0,11.0,22.0,21.0
2008-10-09,93.0,0.0,78.0,9.0
2008-10-10,112.0,0.0,68.0,29.0
2008-10-11,136.0,0.0,71.0,28.0
2008-10-12,134.0,0.0,37.0,22.0
2008-10-13,158.0,-1.0,60.0,29.0
2008-10-14,150.0,-1.0,44.0,23.0
2008-10-15,138.0,54.0,0.0,42.0
2008-10-16,109.0,50.0,35.0,38.0
2008-10-17,88.0,14.0,43.0,23.0
2008-10-18,102.0,0.0,43.0,38.0
2008-10-19,113.0,0.0,24.0,41.0
2008-10-20,129.0,-1.0,70.0,52.0
2008-10-21,100.0,82.0,27.0,35.0
2008-10-22,85.0,0.0,49.0,27.0
2008-10-23,94.0,0.0,79.0,45.0
2008-10-24,89.0,55.0,0.0,36.0
2008-10-25,80.0,0.0,79.0,32.0
2008-10-26,119.0,99.0,0.0,55.0
2008-10-27,85.0,-1.0,66.0,29.0
2008-10-28,42.0,15.0,32.0,22.0
2008-10-29,12.0,0.0,38.0,13.0
2008-10-30,26.0,-1.0,36.0,23.0
2008-10-31,49.0,0.0,34.0,28.0
2008-11-01,63.0,32.0,0.0,40.0
2008-11-02,84.0,-1.0,34.0,24.0
2008-11-03,80.0,-1.0,0.0,32.0
2008-11-04,68.0,0.0,0.0,18.0
2008-11-05,90.0,5.0,0.0,32.0
2008-11-06,100.0,1.0,39.0,21.0
2008-11-07,90.0,5.0,40.0,30.0
2008-11-08,91.0,-1.0,85.0,45.0
2008-11-09,101.0,50.0,21.0,61.0
2008-11-10,129.0,70.0,0.0,72.0
2008-11-11,94.0,84.0,41.0,56.0
2008-11-12,82.0,7.0,30.0,42.0
2008-11-13,84.0,1.0,48.0,30.0
2008-11-14,98.0,8.0,0.0,47.0
2008-11-15,113.0,30.0,0.0,41.0
2008-11-16,82.0,-1.0,9.0,27.0
2008-11-17,63.0,1.0,40.0,25.0
2008-11-18,74.0,13.0,10.0,36.0
2008-11-19,92.0,0.0,7.0,37.0
2008-11-20,98.0,56.0,9.0,49.0
2008-11-21,52.0,94.0,42.0,58.0
2008-11-22,18.0,79.0,42.0,37.0
2008-11-23,8.0,35.0,11.0,42.0
2008-11-24,8.0,39.0,33.0,30.0
2008-11-25,23.0,2.0,45.0,21.0
2008-11-26,47.0,7.0,0.0,32.0
2008-11-27,63.0,-1.0,0.0,53.0
2008-11-28,37.0,0.0,0.0,40.0
2008-11-29,19.0,2.0,15.0,22.0
2008-11-30,5.0,84.0,0.0,23.0
2008-12-01,37.0,-1.0,6.0,13.0
2008-12-02,36.0,51.0,26.0,37.0
2008-12-03,23.0,12.0,43.0,26.0
2008-12-04,26.0,38.0,2.0,46.0
2008-12-05,52.0,-1.0,10.0,29.0
2008-12-06,56.0,4.0,50.0,20.0
2008-12-07,48.0,-1.0,82.0,23.0
2008-12-08,20.0,0.0,32.0,37.0
2008-12-09,17.0,26.0,13.0,25.0
2008-12-10,20.0,28.0,64.0,28.0
2008-12-11,31.0,2.0,0.0,42.0
2008-12-12,16.0,0.0,29.0,45.0
2008-12-13,-5.0,0.0,78.0,63.0
2008-12-14,23.0,0.0,26.0,38.0
2008-12-15,22.0,0.0,0.0,32.0
2008-12-16,0.0,0.0,0.0,19.0
2008-12-17,23.0,-1.0,34.0,21.0
2008-12-18,43.0,-1.0,0.0,36.0
2008-12-19,63.0,55.0,70.0,40.0
2008-12-20,86.0,9.0,0.0,47.0
2008-12-21,89.0,11.0,0.0,45.0
2008-12-22,77.0,6.0,38.0,35.0
2008-12-23,51.0,-1.0,16.0,13.0
2008-12-24,66.0,1.0,0.0,25.0
2008-12-25,36.0,0.0,4.0,36.0
2008-12-26,-9.0,0.0,84.0,44.0
2008-12-27,-22.0,0.0,85.0,40.0
2008-12-28,-28.0,0.0,85.0,34.0
2008-12-29,-38.0,0.0,85.0,30.0
2008-12-30,-44.0,0.0,85.0,17.0
2008-12-31,-56.0,-1.0,40.0,14.0
2009-01-01,-6.0,0.0,3.0,16.0
2009-01-02,-8.0,5.0,13.0,22.0
2009-01-03,-27.0,-1.0,0.0,19.0
2009-01-04,23.0,40.0,0.0,38.0
2009-01-05,-12.0,21.0,48.0,52.0
2009-01-06,-59.0,0.0,86.0,21.0
2009-01-07,-8.0,2.0,14.0,20.0
2009-01-08,-45.0,-1.0,0.0,20.0
2009-01-09,-69.0,-1.0,81.0,9.0
2009-01-10,-68.0,0.0,84.0,21.0
2009-01-11,-11.0,0.0,85.0,41.0
2009-01-12,39.0,24.0,2.0,62.0
2009-01-13,46.0,40.0,0.0,42.0
2009-01-14,41.0,-1.0,12.0,26.0
2009-01-15,26.0,0.0,84.0,33.0
2009-01-16,17.0,-1.0,0.0,39.0
2009-01-17,50.0,7.0,10.0,51.0
2009-01-18,55.0,54.0,8.0,61.0
2009-01-19,48.0,41.0,12.0,65.0
2009-01-20,40.0,9.0,41.0,48.0
2009-01-21,34.0,0.0,12.0,35.0
2009-01-22,40.0,68.0,0.0,64.0
2009-01-23,51.0,26.0,0.0,59.0
2009-01-24,40.0,-1.0,30.0,32.0
2009-01-25,22.0,0.0,68.0,48.0
2009-01-26,13.0,0.0,66.0,33.0
2009-01-27,-5.0,0.0,80.0,20.0
2009-01-28,-10.0,0.0,87.0,28.0
2009-01-29,-12.0,0.0,89.0,26.0
2009-01-30,1.0,0.0,86.0,40.0
2009-01-31,1.0,0.0,89.0,58.0
2009-02-01,-13.0,-1.0,45.0,67.0
2009-02-02,14.0,-1.0,2.0,65.0
2009-02-03,22.0,24.0,0.0,26.0
2009-02-04,4.0,-1.0,0.0,14.0
2009-02-05,33.0,30.0,15.0,31.0
2009-02-06,41.0,-1.0,48.0,21.0
2009-02-07,29.0,30.0,20.0,27.0
2009-02-08,13.0,17.0,34.0,26.0
2009-02-09,26.0,98.0,0.0,43.0
2009-02-10,38.0,82.0,0.0,48.0
2009-02-11,24.0,23.0,41.0,33.0
2009-02-12,16.0,5.0,72.0,24.0
2009-02-13,17.0,23.0,3.0,23.0
2009-02-14,-6.0,0.0,78.0,18.0
2009-02-15,15.0,33.0,3.0,32.0
2009-02-16,61.0,59.0,9.0,31.0
2009-02-17,40.0,38.0,0.0,36.0
2009-02-18,-4.0,0.0,51.0,22.0
2009-02-19,18.0,10.0,0.0,23.0
2009-02-20,52.0,6.0,1.0,29.0
2009-02-21,55.0,0.0,14.0,24.0
2009-02-22,66.0,5.0,0.0,33.0
2009-02-23,61.0,7.0,11.0,38.0
2009-02-24,41.0,0.0,10.0,23.0
2009-02-25,49.0,6.0,7.0,36.0
2009-02-26,68.0,16.0,19.0,47.0
2009-02-27,74.0,34.0,0.0,33.0
2009-02-28,72.0,5.0,5.0,23.0
2009-03-01,65.0,5.0,35.0,31.0
2009-03-02,54.0,0.0,26.0,30.0
2009-03-03,58.0,-1.0,0.0,45.0
2009-03-04,60.0,1.0,0.0,55.0
2009-03-05,45.0,3.0,6.0,30.0
2009-03-06,50.0,4.0,21.0,46.0
2009-03-07,44.0,2.0,52.0,30.0
2009-03-08,74.0,68.0,57.0,60.0
2009-03-09,58.0,3.0,5.0,52.0
2009-03-10,56.0,49.0,2.0,38.0
2009-03-11,67.0,-1.0,56.0,31.0
2009-03-12,80.0,29.0,0.0,43.0
2009-03-13,77.0,0.0,54.0,23.0
2009-03-14,89.0,16.0,15.0,35.0
2009-03-15,82.0,0.0,26.0,38.0
2009-03-16,80.0,0.0,25.0,20.0
2009-03-17,72.0,0.0,72.0,28.0
2009-03-18,45.0,0.0,66.0,14.0
2009-03-19,70.0,0.0,65.0,33.0
2009-03-20,44.0,0.0,92.0,25.0
2009-03-21,49.0,0.0,91.0,18.0
2009-03-22,81.0,-1.0,50.0,43.0
2009-03-23,70.0,58.0,14.0,56.0
2009-03-24,50.0,8.0,66.0,43.0
2009-03-25,59.0,87.0,19.0,50.0
2009-03-26,73.0,48.0,2.0,48.0
2009-03-27,68.0,13.0,37.0,53.0
2009-03-28,61.0,88.0,26.0,28.0
2009-03-29,57.0,-1.0,33.0,26.0
2009-03-30,50.0,0.0,80.0,18.0
2009-03-31,73.0,0.0,86.0,22.0
2009-04-01,97.0,0.0,86.0,43.0
2009-04-02,119.0,0.0,92.0,45.0
2009-04-03,133.0,0.0,90.0,20.0
2009-04-04,96.0,0.0,3.0,33.0
2009-04-05,94.0,0.0,45.0,20.0
2009-04-06,124.0,0.0,66.0,29.0
2009-04-07,106.0,-1.0,2.0,28.0
2009-04-08,89.0,22.0,28.0,46.0
2009-04-09,107.0,1.0,19.0,27.0
2009-04-10,173.0,2.0,68.0,44.0
2009-04-11,167.0,2.0,38.0,21.0
2009-04-12,140.0,58.0,16.0,23.0
2009-04-13,116.0,0.0,69.0,24.0
2009-04-14,130.0,0.0,62.0,26.0
2009-04-15,173.0,-1.0,90.0,38.0
2009-04-16,145.0,3.0,22.0,25.0
2009-04-17,126.0,23.0,45.0,37.0
2009-04-18,119.0,0.0,91.0,50.0
2009-04-19,117.0,0.0,57.0,25.0
2009-04-20,131.0,0.0,85.0,30.0
2009-04-21,123.0,0.0,93.0,28.0
2009-04-22,101.0,0.0,85.0,33.0
2009-04-23,99.0,0.0,47.0,20.0
2009-04-24,124.0,0.0,91.0,40.0
2009-04-25,139.0,-1.0,53.0,36.0
2009-04-26,133.0,28.0,25.0,17.0
2009-04-27,117.0,44.0,42.0,40.0
2009-04-28,92.0,16.0,9.0,23.0
2009-04-29,99.0,0.0,43.0,18.0
2009-04-30,124.0,0.0,69.0,21.0
2009-05-01,143.0,0.0,73.0,20.0
2009-05-02,127.0,0.0,56.0,23.0
2009-05-03,93.0,4.0,27.0,29.0
2009-05-04,101.0,6.0,60.0,30.0
2009-05-05,117.0,81.0,1.0,42.0
2009-05-06,131.0,37.0,2.0,48.0
2009-05-07,128.0,0.0,33.0,39.0
2009-05-08,120.0,15.0,48.0,49.0
2009-05-09,115.0,0.0,37.0,23.0
2009-05-10,136.0,0.0,84.0,27.0
2009-05-11,118.0,0.0,65.0,63.0
2009-05-12,131.0,0.0,54.0,67.0
2009-05-13,159.0,-1.0,42.0,61.0
2009-05-14,164.0,23.0,13.0,41.0
2009-05-15,135.0,89.0,2.0,29.0
2009-05-16,126.0,2.0,51.0,40.0
2009-05-17,130.0,28.0,16.0,37.0
2009-05-18,139.0,-1.0,66.0,43.0
2009-05-19,140.0,0.0,46.0,28.0
2009-05-20,143.0,0.0,60.0,24.0
2009-05-21,137.0,0.0,39.0,22.0
2009-05-22,133.0,6.0,73.0,30.0
2009-05-23,162.0,-1.0,44.0,20.0
2009-05-24,162.0,0.0,92.0,25.0
2009-05-25,187.0,1.0,61.0,27.0
2009-05-26,143.0,56.0,17.0,47.0
2009-05-27,122.0,2.0,27.0,53.0
2009-05-28,152.0,0.0,55.0,36.0
2009-05-29,150.0,0.0,92.0,33.0
2009-05-30,165.0,0.0,92.0,43.0
2009-05-31,186.0,0.0,72.0,41.0
2009-06-01,191.0,0.0,88.0,38.0
2009-06-02,161.0,0.0,79.0,42.0
2009-06-03,126.0,0.0,33.0,41.0
2009-06-04,105.0,2.0,20.0,32.0
2009-06-05,101.0,1.0,22.0,21.0
2009-06-06,117.0,0.0,29.0,40.0
2009-06-07,112.0,9.0,9.0,26.0
2009-06-08,141.0,1.0,52.0,28.0
2009-06-09,148.0,99.0,32.0,43.0
2009-06-10,142.0,66.0,13.0,28.0
2009-06-11,131.0,3.0,29.0,33.0
2009-06-12,132.0,0.0,89.0,30.0
2009-06-13,149.0,0.0,68.0,17.0
2009-06-14,166.0,41.0,22.0,25.0
2009-06-15,154.0,12.0,23.0,15.0
2009-06-16,138.0,59.0,47.0,21.0
2009-06-17,173.0,3.0,61.0,29.0
2009-06-18,172.0,1.0,44.0,34.0
2009-06-19,153.0,2.0,59.0,41.0
2009-06-20,144.0,2.0,42.0,33.0
2009-06-21,135.0,2.0,42.0,27.0
2009-06-22,144.0,-1.0,43.0,26.0
2009-06-23,163.0,0.0,87.0,41.0
2009-06-24,181.0,0.0,85.0,46.0
2009-06-25,204.0,0.0,73.0,39.0
2009-06-26,200.0,18.0,26.0,27.0
2009-06-27,199.0,0.0,14.0,16.0
2009-06-28,198.0,12.0,22.0,15.0
2009-06-29,205.0,0.0,58.0,21.0
2009-06-30,208.0,0.0,78.0,29.0
2009-07-01,211.0,0.0,64.0,30.0
2009-07-02,234.0,0.0,64.0,30.0
2009-07-03,222.0,0.0,58.0,35.0
2009-07-04,202.0,0.0,78.0,25.0
2009-07-05,206.0,-1.0,55.0,22.0
2009-07-06,185.0,17.0,55.0,36.0
2009-07-07,158.0,92.0,21.0,44.0
2009-07-08,156.0,51.0,27.0,41.0
2009-07-09,151.0,-1.0,35.0,36.0
2009-07-10,144.0,41.0,10.0,43.0
2009-07-11,166.0,-1.0,43.0,26.0
2009-07-12,175.0,65.0,29.0,34.0
2009-07-13,182.0,0.0,57.0,30.0
2009-07-14,195.0,-1.0,47.0,17.0
2009-07-15,197.0,3.0,71.0,43.0
2009-07-16,204.0,0.0,75.0,29.0
2009-07-17,192.0,77.0,50.0,43.0
2009-07-18,160.0,41.0,28.0,48.0
2009-07-19,167.0,83.0,37.0,39.0
2009-07-20,174.0,15.0,52.0,44.0
2009-07-21,191.0,95.0,36.0,27.0
2009-07-22,193.0,20.0,27.0,27.0
2009-07-23,171.0,43.0,19.0,22.0
2009-07-24,163.0,57.0,41.0,38.0
2009-07-25,165.0,-1.0,76.0,35.0
2009-07-26,181.0,-1.0,52.0,27.0
2009-07-27,179.0,5.0,39.0,30.0
2009-07-28,172.0,2.0,46.0,28.0
2009-07-29,194.0,17.0,18.0,25.0
2009-07-30,160.0,47.0,58.0,48.0
2009-07-31,155.0,0.0,70.0,18.0
2009-08-01,188.0,-1.0,44.0,24.0
2009-08-02,165.0,99.0,12.0,25.0
2009-08-03,159.0,0.0,44.0,18.0
2009-08-04,185.0,0.0,88.0,23.0
2009-08-05,208.0,0.0,63.0,22.0
2009-08-06,221.0,0.0,78.0,23.0
2009-08-07,216.0,0.0,39.0,29.0
2009-08-08,186.0,0.0,38.0,27.0
2009-08-09,172.0,0.0,16.0,20.0
2009-08-10,183.0,11.0,50.0,18.0
2009-08-11,188.0,51.0,23.0,30.0
2009-08-12,179.0,49.0,12.0,28.0
2009-08-13,175.0,0.0,36.0,23.0
2009-08-14,168.0,0.0,59.0,18.0
2009-08-15,212.0,0.0,84.0,40.0
2009-08-16,192.0,0.0,58.0,33.0
2009-08-17,178.0,0.0,35.0,25.0
2009-08-18,189.0,0.0,67.0,20.0
2009-08-19,210.0,0.0,78.0,23.0
2009-08-20,235.0,14.0,54.0,42.0
2009-08-21,177.0,0.0,43.0,35.0
2009-08-22,157.0,0.0,71.0,21.0
2009-08-23,183.0,0.0,84.0,33.0
2009-08-24,210.0,-1.0,72.0,33.0
2009-08-25,168.0,20.0,13.0,23.0
2009-08-26,174.0,0.0,52.0,31.0
2009-08-27,190.0,-1.0,19.0,28.0
2009-08-28,163.0,15.0,54.0,55.0
2009-08-29,150.0,10.0,79.0,40.0
2009-08-30,152.0,-1.0,31.0,30.0
2009-08-31,188.0,0.0,50.0,31.0
2009-09-01,175.0,13.0,21.0,43.0
2009-09-02,170.0,9.0,42.0,42.0
2009-09-03,153.0,67.0,22.0,70.0
2009-09-04,142.0,75.0,39.0,58.0
2009-09-05,154.0,13.0,61.0,43.0
2009-09-06,149.0,-1.0,13.0,28.0
2009-09-07,166.0,-1.0,68.0,28.0
2009-09-08,185.0,0.0,83.0,22.0
2009-09-09,168.0,-1.0,2.0,33.0
2009-09-10,159.0,-1.0,68.0,40.0
2009-09-11,145.0,0.0,38.0,33.0
2009-09-12,146.0,-1.0,52.0,27.0
2009-09-13,146.0,3.0,23.0,34.0
2009-09-14,152.0,-1.0,43.0,46.0
2009-09-15,150.0,32.0,1.0,40.0
2009-09-16,158.0,0.0,25.0,48.0
2009-09-17,129.0,0.0,62.0,34.0
2009-09-18,143.0,0.0,93.0,25.0
2009-09-19,171.0,0.0,55.0,14.0
2009-09-20,149.0,0.0,31.0,23.0
2009-09-21,137.0,0.0,69.0,15.0
2009-09-22,153.0,0.0,67.0,37.0
2009-09-23,165.0,-1.0,34.0,25.0
2009-09-24,135.0,0.0,71.0,18.0
2009-09-25,111.0,0.0,17.0,14.0
2009-09-26,116.0,0.0,79.0,8.0
2009-09-27,120.0,0.0,68.0,10.0
2009-09-28,141.0,-1.0,10.0,26.0
2009-09-29,153.0,8.0,1.0,28.0
2009-09-30,148.0,15.0,1.0,24.0
2009-10-01,131.0,53.0,21.0,27.0
2009-10-02,115.0,-1.0,0.0,26.0
2009-10-03,136.0,48.0,5.0,63.0
2009-10-04,114.0,-1.0,72.0,35.0
2009-10-05,111.0,30.0,0.0,25.0
2009-10-06,150.0,54.0,1.0,36.0
2009-10-07,159.0,56.0,10.0,43.0
2009-10-08,106.0,13.0,64.0,20.0
2009-10-09,94.0,99.0,87.0,36.0
2009-10-10,128.0,20.0,14.0,28.0
2009-10-11,121.0,61.0,7.0,28.0
2009-10-12,110.0,10.0,68.0,34.0
2009-10-13,87.0,0.0,87.0,26.0
2009-10-14,39.0,0.0,78.0,18.0
2009-10-15,62.0,0.0,90.0,27.0
2009-10-16,105.0,31.0,45.0,49.0
2009-10-17,80.0,-1.0,76.0,28.0
2009-10-18,75.0,0.0,47.0,16.0
2009-10-19,85.0,0.0,2.0,33.0
2009-10-20,80.0,0.0,65.0,55.0
2009-10-21,108.0,-1.0,40.0,50.0
2009-10-22,88.0,17.0,2.0,23.0
2009-10-23,92.0,0.0,48.0,18.0
2009-10-24,110.0,72.0,0.0,42.0
2009-10-25,130.0,-1.0,56.0,47.0
2009-10-26,122.0,34.0,0.0,43.0
2009-10-27,122.0,0.0,29.0,20.0
2009-10-28,116.0,0.0,71.0,20.0
2009-10-29,129.0,0.0,10.0,10.0
2009-10-30,106.0,0.0,38.0,30.0
2009-10-31,104.0,0.0,16.0,30.0
2009-11-01,133.0,43.0,0.0,44.0
2009-11-02,96.0,2.0,25.0,31.0
2009-11-03,75.0,60.0,8.0,45.0
2009-11-04,81.0,28.0,18.0,37.0
2009-11-05,82.0,14.0,13.0,39.0
2009-11-06,87.0,7.0,17.0,44.0
2009-11-07,73.0,44.0,8.0,35.0
2009-11-08,45.0,0.0,67.0,24.0
2009-11-09,68.0,-1.0,2.0,28.0
2009-11-10,75.0,35.0,0.0,19.0
2009-11-11,77.0,-1.0,0.0,36.0
2009-11-12,80.0,18.0,42.0,38.0
2009-11-13,137.0,18.0,4.0,56.0
2009-11-14,130.0,21.0,36.0,68.0
2009-11-15,100.0,63.0,7.0,40.0
2009-11-16,105.0,7.0,16.0,47.0
2009-11-17,106.0,0.0,15.0,49.0
2009-11-18,113.0,15.0,0.0,80.0
2009-11-19,106.0,0.0,61.0,55.0
2009-11-20,121.0,44.0,40.0,49.0
2009-11-21,130.0,8.0,71.0,35.0
2009-11-22,115.0,59.0,42.0,69.0
2009-11-23,104.0,90.0,6.0,74.0
2009-11-24,119.0,9.0,4.0,63.0
2009-11-25,111.0,31.0,4.0,75.0
2009-11-26,81.0,4.0,6.0,70.0
2009-11-27,71.0,56.0,33.0,62.0
2009-11-28,76.0,12.0,17.0,58.0
2009-11-29,92.0,12.0,0.0,48.0
2009-11-30,53.0,0.0,21.0,30.0
2009-12-01,38.0,3.0,67.0,19.0
2009-12-02,43.0,29.0,0.0,41.0
2009-12-03,81.0,61.0,0.0,47.0
2009-12-04,50.0,67.0,0.0,48.0
2009-12-05,73.0,68.0,5.0,48.0
2009-12-06,102.0,64.0,3.0,53.0
2009-12-07,74.0,-1.0,14.0,43.0
2009-12-08,64.0,24.0,23.0,27.0
2009-12-09,71.0,28.0,0.0,30.0
2009-12-10,95.0,61.0,9.0,39.0
2009-12-11,70.0,-1.0,5.0,36.0
2009-12-12,37.0,0.0,60.0,36.0
2009-12-13,6.0,0.0,69.0,30.0
2009-12-14,-29.0,0.0,0.0,20.0
2009-12-15,-35.0,0.0,82.0,17.0
