YYYYMMDD,TG,RH,SP,FG
2016-12-11,85.0,17.0,19.0,38.0
2016-12-12,53.0,0.0,0.0,20.0
2016-12-13,66.0,1.0,0.0,28.0
2016-12-14,73.0,0.0,22.0,23.0
2016-12-15,65.0,0.0,0.0,40.0
2016-12-16,54.0,0.0,32.0,30.0
2016-12-17,61.0,-1.0,0.0,18.0
2016-12-18,62.0,0.0,17.0,20.0
2016-12-19,43.0,0.0,58.0,23.0
2016-12-20,-6.0,0.0,69.0,22.0
2016-12-21,41.0,24.0,4.0,46.0
2016-12-22,59.0,15.0,0.0,34.0
2016-12-23,60.0,8.0,17.0,54.0
2016-12-24,79.0,10.0,13.0,50.0
2016-12-25,104.0,5.0,0.0,61.0
2016-12-26,83.0,19.0,60.0,55.0
2016-12-27,66.0,11.0,71.0,28.0
2016-12-28,10.0,0.0,0.0,15.0
2016-12-29,-22.0,-1.0,0.0,18.0
2016-12-30,-11.0,-1.0,8.0,22.0
2016-12-31,18.0,2.0,0.0,34.0
2017-01-01,5.0,19.0,0.0,39.0
2017-01-02,30.0,5.0,55.0,22.0
2017-01-03,50.0,7.0,6.0,43.0
2017-01-04,58.0,18.0,42.0,47.0
2017-01-05,0.0,-1.0,73.0,23.0
2017-01-06,-30.0,0.0,78.0,27.0
2017-01-07,-2.0,52.0,0.0,32.0
2017-01-08,43.0,0.0,0.0,14.0
2017-01-09,48.0,48.0,0.0,39.0
2017-01-10,53.0,38.0,12.0,29.0
2017-01-11,72.0,5.0,35.0,63.0
2017-01-12,52.0,43.0,17.0,47.0
2017-01-13,31.0,96.0,39.0,49.0
2017-01-14,18.0,51.0,28.0,33.0
2017-01-15,7.0,0.0,40.0,16.0
2017-01-16,-16.0,-1.0,22.0,18.0
2017-01-17,-34.0,0.0,43.0,18.0
2017-01-18,-38.0,-1.0,22.0,13.0
2017-01-19,-20.0,0.0,80.0,13.0
2017-01-20,-3.0,0.0,84.0,20.0
2017-01-21,-2.0,0.0,88.0,23.0
2017-01-22,-17.0,0.0,88.0,11.0
2017-01-23,16.0,-1.0,2.0,20.0
2017-01-24,8.0,3.0,0.0,20.0
2017-01-25,-11.0,0.0,0.0,24.0
2017-01-26,-28.0,0.0,74.0,31.0
2017-01-27,8.0,0.0,65.0,35.0
2017-01-28,54.0,-1.0,18.0,36.0
2017-01-29,47.0,36.0,6.0,38.0
2017-01-30,49.0,65.0,0.0,37.0
2017-01-31,37.0,0.0,9.0,23.0
2017-02-01,34.0,12.0,0.0,48.0
2017-02-02,86.0,10.0,34.0,44.0
2017-02-03,86.0,1.0,16.0,33.0
2017-02-04,57.0,83.0,2.0,26.0
2017-02-05,44.0,-1.0,44.0,21.0
2017-02-06,43.0,0.0,0.0,18.0
2017-02-07,24.0,25.0,0.0,42.0
2017-02-08,0.0,2.0,0.0,38.0
2017-02-09,-16.0,-1.0,0.0,40.0
2017-02-10,-23.0,2.0,0.0,34.0
2017-02-11,-4.0,45.0,0.0,33.0
2017-02-12,7.0,3.0,46.0,50.0
2017-02-13,22.0,0.0,89.0,55.0
2017-02-14,38.0,0.0,88.0,38.0
2017-02-15,74.0,-1.0,76.0,28.0
2017-02-16,68.0,5.0,7.0,36.0
2017-02-17,70.0,6.0,2.0,29.0
2017-02-18,56.0,0.0,48.0,22.0
2017-02-19,62.0,6.0,4.0,34.0
2017-02-20,91.0,53.0,0.0,48.0
2017-02-21,96.0,3.0,52.0,44.0
2017-02-22,95.0,75.0,0.0,63.0
2017-02-23,80.0,45.0,2.0,83.0
2017-02-24,45.0,6.0,65.0,32.0
2017-02-25,58.0,7.0,5.0,53.0
2017-02-26,87.0,21.0,0.0,53.0
2017-02-27,87.0,38.0,3.0,62.0
2017-02-28,47.0,28.0,19.0,63.0
2017-03-01,63.0,35.0,35.0,37.0
2017-03-02,66.0,84.0,10.0,62.0
2017-03-03,59.0,11.0,13.0,39.0
2017-03-04,92.0,61.0,5.0,32.0
2017-03-05,69.0,38.0,38.0,54.0
2017-03-06,60.0,23.0,38.0,21.0
2017-03-07,67.0,1.0,14.0,25.0
2017-03-08,59.0,37.0,2.0,38.0
2017-03-09,77.0,1.0,40.0,40.0
2017-03-10,65.0,0.0,70.0,19.0
2017-03-11,73.0,0.0,56.0,21.0
2017-03-12,79.0,0.0,85.0,33.0
2017-03-13,65.0,0.0,70.0,23.0
2017-03-14,88.0,0.0,38.0,33.0
2017-03-15,90.0,0.0,71.0,19.0
2017-03-16,94.0,0.0,92.0,27.0
2017-03-17,83.0,57.0,35.0,49.0
2017-03-18,97.0,62.0,1.0,43.0
2017-03-19,113.0,2.0,6.0,59.0
2017-03-20,103.0,94.0,0.0,62.0
2017-03-21,75.0,-1.0,72.0,42.0
2017-03-22,63.0,0.0,69.0,38.0
2017-03-23,82.0,0.0,88.0,45.0
2017-03-24,84.0,0.0,89.0,47.0
2017-03-25,85.0,0.0,84.0,44.0
2017-03-26,80.0,0.0,58.0,35.0
2017-03-27,92.0,0.0,91.0,26.0
2017-03-28,113.0,1.0,90.0,28.0
2017-03-29,126.0,-1.0,9.0,45.0
2017-03-30,157.0,0.0,48.0,37.0
2017-03-31,145.0,14.0,43.0,35.0
2017-04-01,108.0,-1.0,2.0,20.0
2017-04-02,103.0,0.0,75.0,23.0
2017-04-03,81.0,0.0,37.0,15.0
2017-04-04,98.0,0.0,50.0,18.0
2017-04-05,92.0,0.0,39.0,35.0
2017-04-06,81.0,-1.0,20.0,30.0
2017-04-07,105.0,0.0,11.0,26.0
2017-04-08,96.0,0.0,37.0,13.0
2017-04-09,117.0,0.0,91.0,22.0
2017-04-10,98.0,0.0,39.0,34.0
2017-04-11,96.0,0.0,63.0,33.0
2017-04-12,98.0,8.0,7.0,42.0
2017-04-13,93.0,-1.0,56.0,33.0
2017-04-14,99.0,-1.0,17.0,32.0
2017-04-15,96.0,34.0,34.0,45.0
2017-04-16,79.0,29.0,24.0,29.0
2017-04-17,65.0,86.0,53.0,35.0
2017-04-18,61.0,-1.0,65.0,32.0
2017-04-19,39.0,0.0,50.0,29.0
2017-04-20,69.0,0.0,87.0,23.0
2017-04-21,111.0,8.0,3.0,36.0
2017-04-22,78.0,6.0,55.0,37.0
2017-04-23,66.0,1.0,38.0,26.0
2017-04-24,93.0,27.0,24.0,43.0
2017-04-25,59.0,20.0,67.0,39.0
2017-04-26,50.0,3.0,59.0,22.0
2017-04-27,61.0,2.0,70.0,28.0
2017-04-28,76.0,19.0,29.0,25.0
2017-04-29,76.0,-1.0,49.0,19.0
2017-04-30,123.0,0.0,76.0,61.0
2017-05-01,117.0,9.0,5.0,31.0
2017-05-02,100.0,47.0,13.0,23.0
2017-05-03,107.0,35.0,16.0,33.0
2017-05-04,104.0,-1.0,18.0,51.0
2017-05-05,89.0,-1.0,2.0,35.0
2017-05-06,128.0,0.0,74.0,41.0
2017-05-07,117.0,0.0,15.0,33.0
2017-05-08,97.0,-1.0,42.0,39.0
2017-05-09,80.0,0.0,45.0,23.0
2017-05-10,90.0,0.0,62.0,18.0
2017-05-11,154.0,3.0,77.0,35.0
2017-05-12,155.0,25.0,17.0,29.0
2017-05-13,140.0,0.0,13.0,27.0
2017-05-14,134.0,19.0,58.0,31.0
2017-05-15,149.0,-1.0,64.0,25.0
2017-05-16,204.0,-1.0,11.0,26.0
2017-05-17,223.0,0.0,49.0,28.0
2017-05-18,165.0,3.0,7.0,33.0
2017-05-19,136.0,1.0,4.0,46.0
2017-05-20,125.0,12.0,62.0,28.0
2017-05-21,144.0,0.0,68.0,19.0
2017-05-22,176.0,0.0,79.0,19.0
2017-05-23,161.0,0.0,74.0,30.0
2017-05-24,159.0,0.0,51.0,26.0
2017-05-25,174.0,0.0,91.0,25.0
2017-05-26,203.0,0.0,91.0,37.0
2017-05-27,229.0,0.0,84.0,37.0
2017-05-28,205.0,0.0,74.0,26.0
2017-05-29,219.0,3.0,60.0,31.0
2017-05-30,183.0,0.0,24.0,39.0
2017-05-31,174.0,0.0,73.0,30.0
2017-06-01,166.0,0.0,93.0,20.0
2017-06-02,198.0,0.0,63.0,18.0
2017-06-03,184.0,21.0,33.0,23.0
2017-06-04,154.0,0.0,69.0,30.0
2017-06-05,171.0,0.0,43.0,40.0
2017-06-06,141.0,5.0,15.0,66.0
2017-06-07,140.0,51.0,27.0,62.0
2017-06-08,168.0,3.0,28.0,43.0
2017-06-09,165.0,12.0,45.0,41.0
2017-06-10,178.0,0.0,64.0,30.0
2017-06-11,199.0,-1.0,30.0,32.0
2017-06-12,161.0,-1.0,14.0,41.0
2017-06-13,163.0,0.0,52.0,26.0
2017-06-14,174.0,0.0,90.0,17.0
2017-06-15,200.0,0.0,68.0,35.0
2017-06-16,162.0,0.0,22.0,35.0
2017-06-17,186.0,0.0,33.0,25.0
2017-06-18,208.0,0.0,76.0,13.0
2017-06-19,236.0,0.0,91.0,18.0
2017-06-20,216.0,0.0,59.0,38.0
2017-06-21,214.0,0.0,76.0,26.0
2017-06-22,229.0,13.0,50.0,43.0
2017-06-23,196.0,0.0,41.0,43.0
2017-06-24,171.0,55.0,0.0,45.0
2017-06-25,175.0,46.0,4.0,38.0
2017-06-26,168.0,0.0,63.0,28.0
2017-06-27,173.0,28.0,25.0,38.0
2017-06-28,180.0,31.0,1.0,28.0
2017-06-29,175.0,1.0,7.0,22.0
2017-06-30,162.0,42.0,2.0,26.0
2017-07-01,161.0,69.0,12.0,30.0
2017-07-02,156.0,6.0,37.0,30.0
2017-07-03,166.0,10.0,50.0,37.0
2017-07-04,186.0,-1.0,40.0,15.0
2017-07-05,190.0,0.0,54.0,19.0
2017-07-06,199.0,70.0,48.0,21.0
2017-07-07,206.0,-1.0,54.0,29.0
2017-07-08,186.0,-1.0,16.0,20.0
2017-07-09,172.0,0.0,81.0,20.0
2017-07-10,196.0,1.0,29.0,22.0
2017-07-11,177.0,33.0,7.0,30.0
2017-07-12,149.0,68.0,25.0,34.0
2017-07-13,146.0,0.0,37.0,10.0
2017-07-14,142.0,76.0,37.0,29.0
2017-07-15,172.0,-1.0,23.0,24.0
2017-07-16,186.0,12.0,2.0,28.0
2017-07-17,186.0,-1.0,83.0,23.0
2017-07-18,199.0,0.0,76.0,35.0
2017-07-19,235.0,1.0,45.0,37.0
2017-07-20,191.0,10.0,17.0,32.0
2017-07-21,182.0,0.0,82.0,29.0
2017-07-22,194.0,35.0,47.0,25.0
2017-07-23,160.0,12.0,29.0,33.0
2017-07-24,161.0,25.0,53.0,25.0
2017-07-25,167.0,83.0,25.0,33.0
2017-07-26,190.0,1.0,59.0,29.0
2017-07-27,185.0,-1.0,30.0,40.0
2017-07-28,172.0,17.0,22.0,52.0
2017-07-29,182.0,76.0,6.0,39.0
2017-07-30,188.0,14.0,54.0,41.0
2017-07-31,181.0,-1.0,41.0,27.0
2017-08-01,178.0,0.0,17.0,14.0
2017-08-02,176.0,30.0,5.0,27.0
2017-08-03,190.0,17.0,41.0,59.0
2017-08-04,183.0,6.0,58.0,50.0
2017-08-05,159.0,18.0,16.0,24.0
2017-08-06,158.0,0.0,66.0,21.0
2017-08-07,168.0,0.0,81.0,22.0
2017-08-08,162.0,65.0,7.0,20.0
2017-08-09,167.0,-1.0,51.0,33.0
2017-08-10,157.0,24.0,2.0,17.0
2017-08-11,167.0,2.0,26.0,22.0
2017-08-12,168.0,44.0,17.0,28.0
2017-08-13,162.0,0.0,56.0,16.0
2017-08-14,179.0,0.0,64.0,23.0
2017-08-15,179.0,15.0,15.0,17.0
2017-08-16,176.0,0.0,30.0,18.0
2017-08-17,173.0,23.0,5.0,33.0
2017-08-18,169.0,62.0,13.0,36.0
2017-08-19,154.0,4.0,46.0,41.0
2017-08-20,158.0,-1.0,64.0,32.0
2017-08-21,159.0,0.0,13.0,18.0
2017-08-22,182.0,0.0,69.0,20.0
2017-08-23,196.0,0.0,52.0,31.0
2017-08-24,179.0,-1.0,40.0,28.0
2017-08-25,169.0,0.0,70.0,13.0
2017-08-26,182.0,0.0,58.0,15.0
2017-08-27,178.0,0.0,74.0,13.0
2017-08-28,187.0,0.0,80.0,13.0
2017-08-29,210.0,15.0,54.0,20.0
2017-08-30,178.0,88.0,3.0,28.0
2017-08-31,144.0,20.0,44.0,20.0
2017-09-01,147.0,3.0,30.0,14.0
2017-09-02,133.0,0.0,60.0,15.0
2017-09-03,130.0,0.0,57.0,14.0
2017-09-04,158.0,0.0,47.0,23.0
2017-09-05,186.0,6.0,13.0,29.0
2017-09-06,159.0,37.0,25.0,38.0
2017-09-07,156.0,28.0,14.0,33.0
2017-09-08,151.0,72.0,0.0,50.0
2017-09-09,132.0,25.0,34.0,25.0
2017-09-10,139.0,9.0,52.0,50.0
2017-09-11,141.0,95.0,38.0,64.0
2017-09-12,146.0,1.0,74.0,48.0
2017-09-13,141.0,25.0,45.0,70.0
2017-09-14,117.0,7.0,18.0,40.0
2017-09-15,125.0,41.0,58.0,29.0
2017-09-16,106.0,39.0,2.0,18.0
2017-09-17,108.0,-1.0,47.0,14.0
2017-09-18,120.0,8.0,43.0,20.0
2017-09-19,120.0,-1.0,34.0,16.0
2017-09-20,135.0,6.0,28.0,23.0
2017-09-21,134.0,0.0,70.0,23.0
2017-09-22,119.0,8.0,28.0,13.0
2017-09-23,109.0,0.0,84.0,12.0
2017-09-24,121.0,0.0,74.0,19.0
2017-09-25,142.0,0.0,11.0,25.0
2017-09-26,132.0,0.0,29.0,20.0
2017-09-27,136.0,0.0,54.0,23.0
2017-09-28,158.0,11.0,14.0,23.0
2017-09-29,171.0,66.0,41.0,28.0
2017-09-30,131.0,24.0,8.0,15.0
2017-10-01,141.0,-1.0,25.0,46.0
2017-10-02,156.0,6.0,20.0,50.0
2017-10-03,136.0,16.0,51.0,34.0
2017-10-04,130.0,28.0,3.0,42.0
2017-10-05,129.0,52.0,50.0,53.0
2017-10-06,116.0,32.0,55.0,31.0
2017-10-07,122.0,59.0,0.0,42.0
2017-10-08,121.0,1.0,26.0,18.0
2017-10-09,121.0,4.0,0.0,21.0
2017-10-10,143.0,3.0,8.0,40.0
2017-10-11,148.0,2.0,1.0,60.0
2017-10-12,134.0,2.0,48.0,37.0
2017-10-13,153.0,0.0,22.0,38.0
2017-10-14,148.0,0.0,79.0,30.0
2017-10-15,158.0,0.0,83.0,28.0
2017-10-16,186.0,0.0,71.0,29.0
2017-10-17,129.0,0.0,5.0,25.0
2017-10-18,137.0,0.0,71.0,17.0
2017-10-19,157.0,-1.0,62.0,28.0
2017-10-20,137.0,73.0,16.0,56.0
2017-10-21,132.0,5.0,48.0,50.0
2017-10-22,108.0,32.0,25.0,47.0
2017-10-23,126.0,1.0,46.0,34.0
2017-10-24,153.0,8.0,0.0,46.0
2017-10-25,142.0,-1.0,18.0,36.0
2017-10-26,140.0,0.0,23.0,25.0
2017-10-27,118.0,4.0,65.0,30.0
2017-10-28,124.0,16.0,0.0,52.0
2017-10-29,107.0,10.0,48.0,50.0
2017-10-30,83.0,-1.0,62.0,22.0
2017-10-31,101.0,-1.0,2.0,36.0
2017-11-01,112.0,0.0,9.0,33.0
2017-11-02,98.0,-1.0,27.0,24.0
2017-11-03,88.0,5.0,0.0,17.0
2017-11-04,106.0,30.0,36.0,34.0
2017-11-05,78.0,48.0,43.0,23.0
2017-11-06,48.0,4.0,73.0,15.0
2017-11-07,33.0,0.0,82.0,13.0
2017-11-08,59.0,0.0,0.0,17.0
2017-11-09,87.0,14.0,25.0,34.0
2017-11-10,92.0,29.0,35.0,43.0
2017-11-11,66.0,37.0,6.0,28.0
2017-11-12,52.0,74.0,16.0,25.0
2017-11-13,62.0,13.0,69.0,28.0
2017-11-14,77.0,4.0,9.0,39.0
2017-11-15,94.0,23.0,0.0,28.0
2017-11-16,93.0,18.0,0.0,28.0
2017-11-17,56.0,0.0,50.0,16.0
2017-11-18,69.0,50.0,12.0,34.0
2017-11-19,67.0,19.0,52.0,32.0
2017-11-20,78.0,97.0,0.0,40.0
2017-11-21,115.0,13.0,0.0,43.0
2017-11-22,114.0,13.0,44.0,63.0
2017-11-23,111.0,8.0,15.0,64.0
2017-11-24,69.0,16.0,21.0,18.0
2017-11-25,37.0,2.0,25.0,26.0
2017-11-26,53.0,57.0,39.0,37.0
2017-11-27,67.0,52.0,0.0,52.0
2017-11-28,54.0,9.0,17.0,31.0
2017-11-29,29.0,1.0,0.0,19.0
2017-11-30,15.0,6.0,11.0,18.0
2017-12-01,0.0,-1.0,9.0,13.0
2017-12-02,-4.0,-1.0,0.0,23.0
2017-12-03,37.0,20.0,0.0,26.0
2017-12-04,70.0,25.0,11.0,26.0
2017-12-05,76.0,0.0,0.0,32.0
2017-12-06,80.0,0.0,0.0,47.0
2017-12-07,59.0,78.0,0.0,62.0
2017-12-08,26.0,54.0,11.0,41.0
2017-12-09,21.0,25.0,15.0,42.0
2017-12-10,11.0,28.0,0.0,49.0
2017-12-11,-1.0,98.0,0.0,47.0
2017-12-12,18.0,5.0,45.0,32.0
2017-12-13,40.0,38.0,3.0,56.0
2017-12-14,33.0,50.0,10.0,41.0
2017-12-15,26.0,2.0,0.0,25.0
2017-12-16,27.0,14.0,41.0,22.0
2017-12-17,25.0,49.0,74.0,30.0
2017-12-18,59.0,8.0,0.0,31.0
2017-12-19,52.0,-1.0,4.0,22.0
2017-12-20,75.0,3.0,3.0,16.0
2017-12-21,84.0,3.0,0.0,19.0
2017-12-22,86.0,25.0,0.0,13.0
2017-12-23,87.0,-1.0,0.0,48.0
2017-12-24,82.0,7.0,0.0,56.0
2017-12-25,74.0,4.0,0.0,62.0
2017-12-26,58.0,12.0,26.0,62.0
2017-12-27,51.0,73.0,3.0,44.0
2017-12-28,39.0,7.0,57.0,36.0
2017-12-29,28.0,67.0,4.0,48.0
2017-12-30,88.0,37.0,0.0,57.0
2017-12-31,106.0,93.0,3.0,62.0
2018-01-01,68.0,47.0,27.0,50.0
2018-01-02,65.0,45.0,18.0,45.0
2018-01-03,88.0,95.0,3.0,88.0
2018-01-04,82.0,6.0,3.0,56.0
2018-01-05,64.0,27.0,0.0,40.0
2018-01-06,45.0,0.0,9.0,28.0
2018-01-07,10.0,0.0,78.0,59.0
2018-01-08,11.0,0.0,81.0,55.0
2018-01-09,30.0,0.0,4.0,33.0
2018-01-10,69.0,26.0,0.0,28.0
2018-01-11,57.0,0.0,0.0,16.0
2018-01-12,50.0,0.0,0.0,15.0
2018-01-13,42.0,0.0,0.0,31.0
2018-01-14,29.0,0.0,61.0,43.0
2018-01-15,52.0,33.0,0.0,65.0
2018-01-16,52.0,83.0,35.0,49.0
2018-01-17,46.0,27.0,6.0,53.0
2018-01-18,47.0,11.0,5.0,64.0
2018-01-19,37.0,54.0,30.0,31.0
2018-01-20,22.0,11.0,5.0,27.0
2018-01-21,30.0,21.0,56.0,26.0
2018-01-22,63.0,6.0,6.0,35.0
2018-01-23,81.0,15.0,10.0,50.0
2018-01-24,117.0,42.0,0.0,70.0
2018-01-25,77.0,1.0,7.0,38.0
2018-01-26,54.0,0.0,14.0,18.0
2018-01-27,58.0,11.0,23.0,50.0
2018-01-28,97.0,-1.0,19.0,54.0
2018-01-29,88.0,52.0,0.0,58.0
2018-01-30,47.0,0.0,69.0,25.0
2018-01-31,65.0,38.0,0.0,54.0
2018-02-01,34.0,44.0,28.0,41.0
2018-02-02,44.0,50.0,23.0,30.0
2018-02-03,20.0,17.0,3.0,26.0
2018-02-04,17.0,-1.0,39.0,43.0
2018-02-05,10.0,0.0,18.0,41.0
2018-02-06,-21.0,0.0,78.0,32.0
2018-02-07,-22.0,0.0,90.0,21.0
2018-02-08,10.0,0.0,68.0,26.0
2018-02-09,6.0,1.0,22.0,46.0
2018-02-10,29.0,1.0,39.0,35.0
2018-02-11,45.0,51.0,21.0,57.0
2018-02-12,30.0,-1.0,60.0,37.0
2018-02-13,20.0,0.0,89.0,43.0
2018-02-14,19.0,0.0,88.0,54.0
2018-02-15,43.0,35.0,21.0,45.0
2018-02-16,32.0,0.0,87.0,25.0
2018-02-17,9.0,0.0,65.0,19.0
2018-02-18,7.0,0.0,84.0,23.0
2018-02-19,12.0,-1.0,0.0,25.0
2018-02-20,8.0,0.0,12.0,23.0
2018-02-21,3.0,0.0,89.0,28.0
2018-02-22,2.0,0.0,86.0,40.0
2018-02-23,-5.0,0.0,81.0,49.0
2018-02-24,-4.0,0.0,88.0,66.0
2018-02-25,-22.0,0.0,92.0,57.0
2018-02-26,-33.0,-1.0,67.0,46.0
2018-02-27,-36.0,-1.0,81.0,34.0
2018-02-28,-66.0,-1.0,68.0,65.0
2018-03-01,-47.0,0.0,50.0,94.0
2018-03-02,-37.0,-1.0,62.0,83.0
2018-03-03,-17.0,-1.0,16.0,49.0
2018-03-04,50.0,19.0,45.0,44.0
2018-03-05,66.0,0.0,82.0,37.0
2018-03-06,56.0,0.0,26.0,24.0
2018-03-07,59.0,35.0,30.0,28.0
2018-03-08,48.0,47.0,18.0,54.0
2018-03-09,65.0,29.0,51.0,33.0
2018-03-10,114.0,43.0,16.0,35.0
2018-03-11,102.0,12.0,22.0,29.0
2018-03-12,103.0,12.0,22.0,30.0
2018-03-13,56.0,71.0,0.0,34.0
2018-03-14,58.0,-1.0,80.0,38.0
2018-03-15,73.0,10.0,34.0,60.0
2018-03-16,38.0,4.0,0.0,58.0
2018-03-17,-14.0,-1.0,4.0,93.0
2018-03-18,-10.0,0.0,41.0,80.0
2018-03-19,-2.0,-1.0,90.0,53.0
2018-03-20,38.0,-1.0,87.0,44.0
2018-03-21,36.0,-1.0,65.0,28.0
2018-03-22,64.0,33.0,24.0,35.0
2018-03-23,62.0,-1.0,1.0,41.0
2018-03-24,65.0,0.0,38.0,25.0
2018-03-25,54.0,0.0,66.0,22.0
2018-03-26,47.0,15.0,31.0,16.0
2018-03-27,56.0,17.0,8.0,33.0
2018-03-28,59.0,24.0,0.0,28.0
2018-03-29,65.0,2.0,46.0,32.0
2018-03-30,90.0,24.0,44.0,44.0
2018-03-31,72.0,0.0,23.0,20.0
2018-04-01,48.0,7.0,3.0,20.0
2018-04-02,77.0,11.0,8.0,38.0
2018-04-03,127.0,25.0,30.0,50.0
2018-04-04,103.0,49.0,17.0,37.0
2018-04-05,59.0,24.0,37.0,46.0
2018-04-06,88.0,0.0,90.0,55.0
2018-04-07,139.0,0.0,75.0,39.0
2018-04-08,152.0,0.0,72.0,20.0
2018-04-09,126.0,-1.0,17.0,32.0
2018-04-10,155.0,-1.0,24.0,30.0
2018-04-11,127.0,21.0,16.0,23.0
2018-04-12,104.0,2.0,13.0,29.0
2018-04-13,100.0,0.0,13.0,21.0
2018-04-14,115.0,10.0,34.0,20.0
2018-04-15,127.0,66.0,12.0,20.0
2018-04-16,114.0,1.0,75.0,28.0
2018-04-17,128.0,0.0,81.0,30.0
2018-04-18,163.0,0.0,91.0,24.0
2018-04-19,192.0,0.0,93.0,33.0
2018-04-20,183.0,0.0,92.0,23.0
2018-04-21,155.0,0.0,91.0,23.0
2018-04-22,179.0,-1.0,65.0,32.0
2018-04-23,131.0,0.0,65.0,38.0
2018-04-24,129.0,1.0,3.0,47.0
2018-04-25,115.0,52.0,36.0,50.0
2018-04-26,103.0,51.0,65.0,47.0
2018-04-27,103.0,1.0,21.0,29.0
2018-04-28,117.0,5.0,11.0,31.0
2018-04-29,92.0,96.0,3.0,32.0
2018-04-30,95.0,72.0,6.0,42.0
2018-05-01,79.0,92.0,54.0,48.0
2018-05-02,109.0,2.0,75.0,46.0
2018-05-03,104.0,0.0,92.0,24.0
2018-05-04,119.0,0.0,92.0,23.0
2018-05-05,147.0,0.0,93.0,30.0
2018-05-06,172.0,0.0,92.0,25.0
2018-05-07,180.0,0.0,93.0,25.0
2018-05-08,191.0,0.0,93.0,24.0
2018-05-09,179.0,0.0,87.0,22.0
2018-05-10,121.0,17.0,38.0,30.0
2018-05-11,123.0,0.0,82.0,21.0
2018-05-12,170.0,0.0,44.0,28.0
2018-05-13,131.0,24.0,0.0,28.0
2018-05-14,187.0,0.0,65.0,36.0
